years_experience,skills_match_score,education_level,project_count,resume_length
0,28.4,0,3,403
11,50.2,1,11,732
0,71.0,1,4,345
3,78.3,3,10,334
2,77.6,2,6,447
4,62.7,2,7,511
4,53.8,1,3,150
13,57.3,1,10,730
1,55.0,3,15,414
5,81.3,2,9,405
0,37.0,1,7,507
13,80.6,0,12,710
10,65.8,3,14,605
3,39.9,2,4,495
1,88.1,2,7,390
3,92.2,2,11,660
13,77.8,1,15,530
11,87.0,1,12,598
8,84.4,2,14,900
15,82.9,2,13,900
9,63.2,0,6,662
5,61.8,1,10,359
14,100.0,2,12,713
4,65.8,1,10,548
4,71.4,1,10,544
15,61.5,1,13,690
10,83.0,1,13,597
15,85.1,2,13,775
0,43.0,2,11,371
9,84.6,0,9,477
3,84.1,2,8,253
10,96.5,1,8,736
8,67.7,2,11,541
13,86.5,1,13,835
11,77.5,2,25,460
12,76.1,2,9,836
2,86.4,1,6,500
14,83.9,1,16,684
8,78.5,2,14,512
11,72.4,0,10,579
15,100.0,1,12,900
7,77.5,0,10,736
0,81.6,3,8,150
2,32.4,0,5,490
5,47.1,2,7,421
7,79.7,1,10,611
0,60.5,2,8,222
4,54.0,1,5,542
7,74.2,1,9,557
3,72.5,0,6,219
4,80.6,2,9,568
8,65.4,2,10,620
14,100.0,2,19,848
2,61.6,2,9,193
10,92.2,1,7,597
10,69.3,2,10,855
7,69.1,1,11,515
0,58.9,2,6,329
14,88.9,1,10,726
9,68.8,2,13,367
10,100.0,2,9,655
6,67.8,1,10,455
12,66.4,1,9,450
11,88.2,2,12,714
0,43.2,1,5,154
5,88.8,1,8,547
9,91.5,1,11,620
10,82.1,2,9,481
14,97.9,2,12,803
2,44.8,1,7,582
2,50.7,1,8,332
4,37.2,0,7,544
5,55.0,1,10,249
14,80.3,1,15,900
11,82.5,1,3,680
11,78.5,1,10,760
5,77.6,1,10,435
9,85.8,1,12,687
8,68.7,2,8,508
7,45.5,0,6,680
8,61.8,2,9,605
15,83.1,1,19,775
10,63.4,1,12,689
5,47.4,2,8,729
9,89.3,1,17,344
3,71.2,1,6,243
8,100.0,1,15,669
7,96.7,2,7,524
14,89.3,2,16,688
12,84.9,1,14,583
8,66.5,2,13,751
15,89.2,1,11,695
7,52.6,1,8,428
2,55.8,2,5,536
13,100.0,1,14,900
7,94.3,2,9,586
15,87.3,2,16,834
14,88.9,1,16,712
1,90.9,3,8,243
7,83.3,1,10,596
15,84.3,1,20,833
7,81.7,3,11,695
12,83.3,1,12,427
14,66.5,1,14,631
0,45.8,1,6,486
11,68.3,0,9,576
1,78.3,1,5,410
10,57.8,0,18,680
13,100.0,3,17,900
0,59.1,3,7,489
2,41.6,1,7,522
11,64.7,1,9,483
1,61.4,1,5,364
7,55.7,0,9,478
8,72.0,3,14,637
6,53.2,2,12,565
2,61.6,1,6,208
4,54.6,0,7,308
9,100.0,2,16,571
4,67.6,1,10,403
8,69.0,1,13,410
15,64.8,1,16,900
12,83.5,2,11,844
3,83.3,2,10,431
11,73.4,1,13,726
6,77.5,1,12,301
12,90.9,2,15,665
7,79.8,2,12,729
1,69.3,0,1,353
3,64.5,3,9,416
3,42.9,1,4,437
12,87.3,2,16,536
6,62.3,1,8,548
9,91.6,1,11,643
6,85.6,1,17,543
2,58.0,2,9,220
5,55.4,1,8,516
3,81.3,2,8,335
1,69.3,2,5,382
11,77.0,1,10,705
9,77.3,1,16,644
8,85.3,3,11,465
2,82.9,1,7,394
2,66.0,2,10,269
9,98.4,3,15,690
6,56.0,1,10,423
6,100.0,1,11,502
2,78.1,1,7,385
9,69.5,2,11,580
7,51.0,2,10,615
5,63.5,1,12,560
7,92.1,1,13,636
14,83.2,2,13,701
9,85.2,1,9,649
10,65.1,3,13,621
4,67.5,1,7,597
14,100.0,1,11,879
5,64.7,0,8,538
3,63.0,2,4,211
1,81.1,2,8,505
6,74.8,1,12,393
4,50.4,1,7,624
5,49.7,1,6,531
12,72.9,2,20,804
12,95.8,2,13,667
10,72.2,1,12,832
0,63.0,1,7,285
11,81.0,1,7,567
5,100.0,1,7,322
14,100.0,1,16,554
1,65.9,2,6,428
6,76.1,1,8,503
9,78.1,1,11,536
7,58.0,2,10,505
11,87.8,1,13,844
9,74.7,2,17,843
2,48.0,1,9,351
6,73.2,1,10,583
8,58.6,1,10,664
9,84.4,1,8,744
5,80.1,2,9,486
5,58.6,2,11,334
12,93.2,2,17,810
15,91.1,1,21,860
6,100.0,2,14,499
14,76.5,0,11,697
6,62.2,1,4,484
8,55.4,1,16,487
8,69.3,1,10,875
9,97.9,1,18,500
12,100.0,3,15,701
1,76.0,3,6,355
14,71.9,2,17,540
10,44.8,0,11,614
14,100.0,1,12,692
6,63.0,1,12,345
2,74.1,2,6,442
8,77.5,1,9,534
4,72.3,1,5,505
11,91.4,2,14,687
12,93.4,1,10,676
7,41.1,1,7,501
8,85.1,2,8,413
9,73.7,2,15,645
5,58.1,2,12,735
13,83.9,1,18,631
15,81.3,2,22,817
2,66.9,1,5,457
13,76.5,1,13,765
9,47.9,0,12,635
10,69.2,2,15,688
5,77.4,2,7,415
7,81.2,2,11,584
3,65.8,2,13,470
5,73.2,1,7,445
7,71.6,1,8,714
13,65.2,2,8,751
1,65.6,1,7,155
9,90.4,3,9,643
14,69.3,0,16,672
14,74.6,2,10,900
5,98.3,3,7,533
0,53.1,0,7,505
7,68.4,1,10,795
13,81.6,2,16,792
2,70.3,1,6,303
1,64.7,2,8,334
6,76.0,0,9,577
11,100.0,0,11,573
11,92.5,2,9,838
15,100.0,2,19,640
3,76.1,1,12,361
0,25.5,1,7,411
12,75.2,1,14,599
12,94.7,1,16,707
4,61.2,2,10,232
5,62.4,0,5,335
7,49.2,2,13,776
13,73.5,1,10,806
3,51.1,2,4,424
8,82.6,0,7,448
15,62.6,3,20,851
15,87.5,2,9,672
1,22.6,0,4,257
7,93.6,3,15,500
5,62.2,1,5,530
3,85.1,2,9,472
14,78.5,1,14,737
0,38.9,2,4,558
4,75.2,1,4,523
9,98.1,1,16,851
15,61.9,2,19,842
4,88.1,1,14,472
13,92.4,0,12,770
5,59.2,1,10,634
12,69.8,2,24,822
3,73.4,2,11,399
15,73.2,1,13,822
10,99.3,1,13,539
6,100.0,2,14,417
9,71.2,1,13,822
5,79.1,2,11,602
2,65.6,3,8,425
9,57.7,0,12,520
0,53.4,1,8,388
7,72.6,2,10,422
14,87.7,1,11,834
6,45.1,1,7,544
6,79.4,1,8,533
13,100.0,2,12,830
15,85.7,2,9,787
1,72.0,1,7,442
7,81.8,1,5,597
8,76.2,1,5,382
9,78.4,2,18,645
6,66.5,1,9,570
7,65.0,0,9,543
6,50.8,3,14,428
2,86.7,1,5,837
7,68.3,1,10,384
14,76.1,3,19,792
4,49.0,3,18,424
6,92.5,1,4,757
3,59.9,2,3,458
1,46.0,1,5,353
12,80.6,0,12,599
4,54.9,2,12,472
14,90.6,1,13,835
2,67.1,3,6,629
1,53.5,3,7,207
12,81.9,2,18,804
5,77.4,3,12,240
10,73.8,3,15,785
6,100.0,1,12,525
9,65.9,3,8,794
7,85.4,2,13,569
10,94.9,1,10,560
8,67.2,1,15,522
2,52.5,2,8,408
2,54.1,2,7,437
4,77.4,3,7,292
0,54.9,1,6,349
15,87.4,2,20,877
0,72.3,3,9,297
10,75.2,1,7,673
4,58.8,2,5,376
4,58.9,1,9,343
3,70.4,2,14,248
9,92.9,2,13,453
13,66.9,2,12,600
12,72.2,1,13,675
10,78.2,1,16,555
1,64.9,1,7,394
7,77.8,1,7,630
5,67.3,0,7,329
12,91.2,2,10,557
4,55.8,1,16,479
11,69.4,0,16,605
2,77.4,0,3,466
9,82.5,2,8,534
4,61.0,1,9,506
3,45.6,0,3,524
3,73.1,1,3,369
15,100.0,1,12,721
15,72.2,1,11,785
13,77.6,1,13,861
4,77.5,2,5,362
7,72.6,2,6,542
11,97.1,2,18,900
4,56.8,1,5,532
5,35.3,1,8,601
13,81.8,2,10,602
14,52.1,1,15,751
2,55.6,2,13,299
4,61.6,2,10,507
1,76.9,2,7,485
5,75.2,2,14,718
15,84.8,3,13,869
4,60.4,2,6,475
8,76.9,1,14,514
0,68.0,2,11,338
2,77.2,0,8,412
9,66.3,2,21,656
13,69.1,0,10,746
1,75.2,3,9,293
13,57.6,1,9,560
1,53.3,3,2,481
5,28.3,1,9,456
5,68.8,1,10,696
10,89.3,2,18,534
0,63.2,2,4,342
10,80.3,0,8,708
10,73.1,0,8,761
12,100.0,2,17,731
14,90.7,1,11,797
4,57.9,1,7,461
8,100.0,1,9,595
11,72.3,1,6,597
15,73.0,1,15,777
5,88.4,0,7,363
12,72.2,1,15,622
13,66.8,1,15,761
0,59.0,1,2,397
14,93.6,1,14,592
4,92.7,1,6,203
5,87.6,2,9,644
9,74.8,1,14,521
12,76.5,1,13,376
11,55.1,1,10,651
1,75.8,1,8,354
8,82.4,2,10,685
11,92.3,2,17,373
13,85.0,1,18,877
4,29.2,3,9,576
15,74.7,2,21,900
14,85.5,3,15,787
6,68.9,1,13,267
15,57.4,1,21,900
11,69.7,1,14,775
14,77.8,1,19,705
14,82.2,2,17,866
7,64.4,2,8,537
15,99.4,1,13,811
0,49.0,1,5,294
7,93.1,2,14,422
15,58.2,2,17,900
5,49.7,2,11,289
5,65.7,2,8,211
0,62.3,2,6,531
4,97.6,2,8,441
14,82.0,2,25,402
0,56.5,0,4,237
9,67.1,3,14,599
13,86.2,1,11,538
15,79.4,0,8,644
4,59.4,2,11,398
15,100.0,1,14,643
10,75.7,0,14,746
10,63.1,2,10,566
12,81.3,1,17,755
10,67.4,2,13,566
3,59.1,1,8,414
3,87.6,1,10,439
9,83.2,2,14,583
12,52.9,1,14,730
6,98.1,2,10,373
1,74.6,1,2,407
3,78.5,1,6,678
6,47.2,1,9,638
10,95.3,1,14,592
5,84.6,1,13,412
12,66.8,1,12,819
2,67.0,2,12,401
9,65.3,1,10,671
10,70.0,1,14,686
0,79.5,3,7,359
14,100.0,2,18,775
6,59.2,1,10,546
15,100.0,2,9,759
5,42.3,1,8,531
10,75.0,2,9,734
15,68.9,1,20,777
10,54.9,1,11,738
0,91.1,1,6,249
6,56.7,1,10,640
15,93.9,2,13,663
1,58.4,1,4,279
6,81.9,2,13,586
10,84.3,1,19,635
0,70.0,2,4,150
5,83.7,1,9,410
12,81.0,2,11,697
11,84.3,2,10,900
13,76.5,1,10,900
4,75.1,2,1,636
15,65.0,2,16,800
13,63.0,1,20,800
12,95.2,2,17,900
12,77.8,1,9,708
5,92.6,2,11,313
3,71.5,2,6,389
1,54.4,2,6,482
5,63.2,2,8,584
13,82.1,2,17,576
6,88.7,0,9,423
11,78.9,2,20,750
8,51.0,1,8,481
13,89.9,1,9,646
10,98.6,3,9,890
2,43.3,1,7,577
14,88.0,1,17,900
4,41.3,0,4,341
5,63.4,2,8,604
8,94.5,1,14,599
1,81.4,2,6,161
15,100.0,1,12,629
1,94.9,2,5,471
13,81.3,1,10,683
7,71.7,2,7,609
15,98.6,3,17,900
15,100.0,2,11,829
15,100.0,1,23,825
14,84.7,3,18,860
12,70.8,1,15,830
3,33.4,1,5,417
10,100.0,2,18,356
7,46.4,1,12,630
11,75.8,2,21,815
3,85.5,1,10,418
15,78.5,1,15,782
7,77.6,0,11,421
8,94.7,2,11,769
1,87.6,1,3,237
4,66.9,1,4,644
8,77.0,1,10,466
10,84.3,1,11,761
9,52.3,1,16,454
7,45.3,0,10,504
12,68.7,1,16,660
9,78.7,1,15,809
5,75.9,3,8,624
6,74.6,1,10,391
11,69.5,1,18,562
2,79.7,2,6,380
5,47.2,1,5,203
9,36.7,1,13,548
7,61.1,1,10,469
1,60.8,3,11,493
12,67.6,1,12,593
2,49.9,2,6,313
9,96.3,3,14,437
3,66.0,3,7,518
1,62.9,1,6,433
14,100.0,3,16,597
4,64.4,2,7,277
12,76.9,1,17,760
3,61.3,2,6,380
9,91.6,2,11,619
6,85.6,2,9,694
11,100.0,3,13,878
15,100.0,2,16,840
4,72.4,2,12,442
11,85.7,2,14,419
0,42.6,0,4,292
1,73.7,1,6,244
6,58.3,3,11,463
7,65.1,2,17,608
5,59.3,2,16,589
2,80.3,2,6,551
10,82.8,1,9,886
7,83.4,2,12,462
2,65.0,2,5,260
4,70.1,1,6,324
1,73.0,1,4,168
6,59.7,2,13,555
1,61.9,2,7,398
4,55.8,2,6,300
3,78.6,1,2,438
13,85.6,1,11,630
9,66.4,2,10,678
1,56.9,2,3,376
15,90.2,1,16,900
14,100.0,2,11,601
15,66.7,1,19,813
4,80.6,1,6,449
1,53.1,2,7,384
7,100.0,2,7,542
8,77.2,2,8,765
3,68.4,2,9,284
4,61.0,2,8,531
0,28.7,2,12,301
5,93.6,3,12,517
6,64.9,1,5,612
1,62.6,1,6,462
11,93.7,1,24,648
3,61.7,1,8,430
14,100.0,1,15,728
5,68.2,2,17,361
8,53.1,1,11,632
12,98.1,2,18,738
15,100.0,1,16,735
6,58.8,1,13,406
3,52.8,1,6,345
6,61.3,2,7,468
4,68.3,3,5,432
9,61.3,1,13,501
13,60.6,2,9,705
5,56.4,0,8,549
14,80.6,1,16,830
4,64.6,1,10,567
14,96.0,0,10,711
9,71.3,1,13,461
9,100.0,1,18,900
14,86.8,1,21,763
0,65.4,1,0,390
14,83.4,1,18,900
8,83.3,2,10,733
6,63.3,1,6,455
13,85.6,3,15,814
5,71.8,1,7,376
15,79.9,1,16,806
8,77.8,2,13,767
5,92.8,2,5,491
4,58.8,2,12,322
2,63.3,2,10,508
0,27.9,1,7,302
12,98.6,3,12,820
15,75.6,1,17,682
13,90.2,3,13,900
3,52.6,0,7,456
7,47.7,2,14,620
10,68.0,2,11,587
6,52.6,1,10,302
10,90.0,3,15,448
4,52.7,0,10,420
11,100.0,1,14,713
14,54.0,0,13,843
5,57.4,1,10,452
12,97.0,1,9,803
1,66.5,2,9,620
0,84.7,2,2,542
4,53.2,2,9,606
5,82.4,1,4,701
9,80.1,2,15,576
12,78.5,1,13,660
11,90.4,1,11,660
8,75.3,0,6,573
9,68.7,1,12,603
10,70.6,1,10,658
13,87.2,2,21,900
12,79.2,1,11,738
5,66.4,0,5,689
12,72.2,3,23,721
10,72.6,1,8,450
15,100.0,1,14,829
12,67.5,1,11,883
7,60.2,2,13,602
10,95.5,2,10,705
2,94.0,1,4,337
7,50.5,2,11,389
5,62.6,1,16,487
3,90.7,1,9,430
1,44.4,1,4,596
6,58.7,2,6,516
15,100.0,0,16,706
14,100.0,2,11,858
11,100.0,1,15,717
13,63.7,0,11,747
6,78.7,3,5,648
6,77.9,0,6,758
14,89.1,1,17,569
10,60.3,2,10,660
12,92.3,2,14,735
11,86.2,2,19,813
4,62.1,1,6,460
14,71.3,3,17,785
14,73.2,1,13,583
13,73.2,1,20,870
2,58.6,0,7,166
11,71.9,1,15,728
4,63.5,0,8,424
13,88.0,1,22,626
14,62.9,1,14,469
4,57.7,2,4,346
2,55.8,2,6,581
1,84.4,2,5,245
12,72.7,1,17,653
3,60.3,0,6,541
1,47.8,1,4,499
8,73.9,2,6,659
15,92.8,2,14,718
9,66.1,0,10,659
0,63.7,2,6,291
2,62.3,1,7,406
15,77.6,1,17,822
14,69.0,1,10,708
6,80.6,0,5,506
10,92.7,2,9,477
8,72.0,1,5,424
3,68.1,2,4,485
5,66.4,1,9,345
10,78.1,2,13,728
1,71.1,1,2,234
15,94.1,0,17,804
10,79.6,2,12,884
5,73.3,1,8,424
2,89.0,1,5,463
9,70.3,1,20,641
1,60.5,2,10,352
3,87.5,3,14,560
11,100.0,1,12,663
8,63.0,2,15,619
12,97.7,2,18,777
6,72.3,1,14,675
3,68.9,2,8,445
1,65.5,1,11,539
12,39.3,2,9,473
6,73.3,1,10,529
5,72.7,1,9,518
10,82.9,2,22,617
15,92.4,2,21,900
13,66.1,2,18,875
10,100.0,0,12,806
1,58.9,2,8,265
11,54.4,1,13,605
14,100.0,3,13,900
6,50.0,1,7,524
2,67.0,1,5,497
15,50.8,1,22,760
0,74.6,1,3,241
7,79.4,1,10,530
10,76.6,1,13,521
8,96.6,0,9,847
14,71.8,1,12,783
3,62.4,2,5,336
11,70.4,1,20,813
8,32.9,1,14,472
2,66.3,2,6,329
9,71.6,2,12,720
6,63.1,3,13,533
14,92.1,0,14,809
2,49.1,1,9,551
10,71.4,2,18,685
7,74.1,1,12,606
10,100.0,2,12,594
11,76.1,3,12,748
15,68.2,2,11,691
9,75.2,1,11,648
10,90.2,0,14,432
12,77.1,2,15,560
13,93.1,2,17,722
5,81.7,2,10,640
0,51.1,2,7,502
11,77.1,1,19,682
9,86.7,2,11,749
5,34.0,1,7,535
15,63.5,0,11,709
8,89.7,2,16,617
0,54.9,2,5,334
9,82.8,2,22,822
0,51.6,1,3,347
1,86.0,2,12,498
4,35.2,1,10,421
3,42.6,2,7,211
6,74.7,2,6,381
11,79.4,1,13,515
12,82.4,2,7,655
4,74.6,0,5,509
13,74.6,1,16,739
14,79.0,1,8,749
15,95.0,2,17,879
6,75.9,1,15,366
12,80.3,1,18,714
1,73.4,2,7,347
9,71.1,2,13,417
3,79.9,3,5,393
7,65.2,2,16,504
3,75.6,1,7,427
4,59.1,2,8,229
5,65.6,0,9,651
8,75.3,1,14,768
4,38.1,1,9,486
5,69.2,2,12,320
2,89.5,1,7,475
2,83.4,2,3,490
8,82.9,3,11,422
4,91.2,1,7,461
6,49.5,2,5,501
8,91.6,2,19,736
7,72.9,1,11,772
13,93.1,0,9,769
13,88.7,3,14,686
4,68.3,1,14,253
10,81.1,0,11,622
3,77.2,1,5,407
5,88.9,1,5,441
13,73.2,3,14,753
14,87.4,3,19,900
0,51.7,2,1,222
1,67.7,1,6,390
8,100.0,1,17,484
9,100.0,1,12,634
3,27.4,2,13,401
3,52.4,2,4,377
5,65.2,3,7,433
9,71.0,2,12,561
8,56.6,2,14,619
9,70.1,1,10,725
5,57.3,0,9,499
11,84.4,0,11,638
3,88.8,3,7,284
2,92.9,3,8,338
5,81.4,2,8,456
1,76.2,3,5,256
3,71.2,1,9,373
12,100.0,1,8,747
1,37.8,1,7,350
5,70.4,0,6,557
3,43.1,1,8,299
7,79.8,2,10,556
13,95.1,1,19,721
0,69.5,3,8,586
6,48.4,0,4,406
1,56.3,0,7,384
9,41.9,1,6,458
8,82.4,2,14,281
6,86.7,1,10,481
13,84.4,1,13,768
3,76.5,0,2,644
9,79.3,2,15,591
12,64.6,2,11,701
7,87.0,1,11,664
4,56.3,0,3,447
2,48.7,2,6,472
13,76.4,1,9,705
1,70.7,2,4,219
8,79.6,1,13,590
3,72.4,1,15,425
8,68.5,2,9,561
4,77.4,2,9,523
15,87.4,1,20,900
1,32.6,2,9,314
5,75.8,2,6,649
13,98.5,1,16,611
13,100.0,1,21,724
4,98.4,2,9,360
6,77.1,1,6,495
10,77.5,0,10,622
15,100.0,1,18,583
6,100.0,2,12,559
12,100.0,1,15,777
14,90.3,2,17,900
1,58.2,1,8,254
7,59.9,2,7,789
11,71.7,1,19,620
5,57.2,1,6,309
14,85.5,0,21,700
13,76.9,2,8,843
15,96.4,3,16,900
8,93.8,1,10,705
12,94.2,1,17,802
13,53.5,1,12,770
5,70.9,2,5,370
0,64.6,1,8,288
14,100.0,2,14,741
0,46.1,1,8,357
6,82.1,3,5,460
1,45.2,1,10,416
14,82.9,2,14,730
8,69.1,1,9,449
3,58.0,2,13,370
9,71.1,2,14,639
15,86.8,2,17,717
14,74.8,2,19,786
14,68.3,0,13,889
10,84.2,0,13,616
4,58.8,1,6,496
14,73.8,1,16,664
0,41.5,2,9,356
6,40.2,0,13,251
6,77.6,1,10,624
5,91.6,2,11,641
13,100.0,2,15,665
7,93.5,2,12,582
2,57.5,3,8,435
7,60.7,0,10,735
7,94.5,2,11,519
13,82.6,2,18,694
7,76.5,3,9,571
0,67.7,1,6,486
14,100.0,2,18,738
0,53.7,1,5,468
13,77.4,1,13,655
14,90.1,2,15,852
13,77.0,1,15,734
8,82.6,1,6,679
11,77.6,1,15,722
3,91.2,1,9,239
14,81.0,1,13,900
5,66.6,1,7,343
14,100.0,3,12,722
12,100.0,2,12,750
12,75.7,1,19,726
13,100.0,2,22,637
12,100.0,1,14,653
1,47.7,1,3,259
10,73.5,1,17,628
13,87.4,1,10,682
10,61.0,2,14,900
0,83.3,3,8,282
6,77.4,1,11,399
6,75.6,3,6,667
9,96.7,1,14,740
5,48.7,1,8,668
4,40.1,2,9,342
9,90.0,1,13,768
5,94.6,0,6,546
1,58.0,2,5,292
11,96.4,1,8,682
7,72.2,0,10,572
5,72.7,1,10,401
3,68.8,0,9,455
7,70.9,1,10,570
14,100.0,3,21,726
14,70.9,2,11,814
10,76.1,0,16,652
1,94.0,1,4,442
8,100.0,2,19,728
10,79.4,2,13,542
10,91.7,1,10,577
3,53.9,2,7,408
1,58.3,2,8,320
14,93.3,2,13,698
0,59.8,0,1,654
4,46.8,1,14,407
6,82.5,1,7,316
6,78.5,1,8,563
15,91.7,1,10,900
10,63.1,0,11,625
12,82.1,1,12,854
6,53.2,1,7,513
15,58.2,2,24,701
7,47.3,2,11,644
9,52.9,2,11,525
8,74.2,2,9,340
3,76.1,2,6,318
11,76.4,1,14,772
2,52.8,1,12,382
15,100.0,1,14,900
14,93.7,2,9,847
13,84.2,2,18,576
11,82.8,1,19,693
15,90.1,1,15,750
12,48.9,2,12,546
14,100.0,2,13,815
2,56.7,1,6,500
3,32.8,2,8,351
6,63.6,2,9,702
8,73.5,0,9,427
1,75.6,2,7,195
1,74.1,2,6,337
12,100.0,3,16,635
5,98.2,2,10,429
2,51.9,3,13,508
4,71.2,1,6,399
0,50.1,1,2,319
6,79.0,2,10,354
14,85.6,3,10,835
8,100.0,1,6,601
12,78.2,1,12,776
12,91.9,2,11,478
12,89.9,1,18,854
5,84.8,2,8,601
13,100.0,2,19,765
2,79.9,1,7,260
15,89.9,1,16,787
1,78.3,3,8,294
5,74.0,1,9,327
8,85.1,0,10,802
12,81.0,2,25,746
0,50.5,3,5,469
13,56.7,0,16,686
0,58.0,2,4,262
2,41.9,2,6,483
9,87.0,1,11,592
14,75.7,1,9,564
5,66.0,1,8,394
13,58.0,1,21,693
11,96.1,2,12,752
14,84.2,2,19,590
4,80.9,1,6,349
5,80.5,2,8,654
2,54.0,2,11,404
12,59.0,3,15,752
14,96.9,2,19,784
2,60.9,3,12,579
9,50.3,1,13,716
7,100.0,2,7,702
2,62.9,1,8,268
5,74.4,2,13,498
7,80.5,2,8,842
3,62.1,2,9,538
0,56.1,0,3,380
6,53.4,2,7,812
11,100.0,1,12,568
8,57.4,3,13,703
8,100.0,3,7,500
15,85.9,1,12,618
7,92.7,2,20,481
4,73.2,2,9,648
5,77.6,1,6,429
12,78.9,2,13,609
5,72.0,2,25,318
5,78.2,1,12,491
15,100.0,2,19,802
4,77.7,1,5,494
1,50.1,2,12,510
10,98.7,1,12,541
13,100.0,2,14,749
8,85.3,0,13,378
11,60.1,2,18,900
6,54.0,1,5,626
4,74.8,1,6,454
2,76.5,1,6,396
3,90.3,2,9,288
7,69.8,2,7,656
5,69.8,0,15,333
2,34.5,1,4,347
2,47.7,3,9,310
2,65.6,2,10,437
0,57.5,1,3,317
2,52.3,0,6,400
15,97.8,2,19,900
11,98.4,1,9,666
2,63.0,2,7,277
0,53.5,1,6,332
8,74.3,0,9,542
14,100.0,1,18,900
2,59.7,2,5,373
13,84.9,2,20,853
7,76.6,3,16,342
6,96.6,3,7,465
8,70.3,1,14,532
2,64.9,2,6,515
3,35.3,2,9,450
14,91.0,2,14,679
12,88.7,1,10,531
4,37.8,2,8,418
1,66.3,2,6,379
8,74.5,0,7,549
4,23.2,2,6,626
3,44.5,2,5,432
2,71.5,3,8,260
10,61.1,1,13,667
0,66.9,1,5,150
9,89.8,2,16,683
6,66.0,1,8,549
5,100.0,1,10,458
1,52.7,1,6,360
8,84.4,1,7,570
13,85.7,1,15,672
7,53.3,1,5,608
14,86.8,2,16,900
15,72.8,2,17,733
11,92.4,2,9,643
7,73.4,1,10,463
2,69.2,3,5,445
4,58.3,1,6,599
0,76.7,1,8,247
4,37.3,1,6,581
11,85.2,2,13,659
10,62.8,1,9,751
13,88.0,2,18,900
2,76.6,0,4,379
9,98.7,2,12,602
13,91.3,1,8,900
6,72.0,2,14,744
1,68.7,2,7,403
7,70.0,1,5,677
8,65.2,2,8,688
3,90.7,2,8,413
10,58.4,2,14,785
1,70.7,1,3,230
5,44.6,1,10,509
11,84.6,1,13,509
3,62.0,1,7,450
14,58.5,0,18,770
2,70.5,1,7,388
1,50.8,2,2,193
0,69.0,0,1,414
6,73.9,1,10,579
5,82.0,0,5,334
9,90.5,2,16,614
4,57.1,2,8,490
9,62.9,1,18,623
15,100.0,1,22,770
11,90.4,0,16,722
12,79.0,0,7,641
0,44.6,0,4,296
6,76.5,1,8,475
8,75.4,1,13,900
13,94.0,3,15,868
2,84.0,2,6,261
1,82.4,1,3,416
8,62.2,1,13,240
14,98.0,3,18,900
14,81.4,2,17,810
2,89.8,1,7,571
4,55.1,3,13,559
4,93.6,2,6,503
8,69.3,1,9,567
9,89.3,2,19,754
11,58.6,2,8,745
9,54.4,0,14,319
15,64.0,1,21,540
7,73.7,1,9,379
2,39.3,2,5,356
15,100.0,1,12,729
11,82.8,2,14,496
4,67.0,0,5,331
0,22.4,2,7,267
2,56.6,3,16,705
3,61.5,1,9,625
2,90.8,2,10,393
2,54.0,3,11,315
1,71.6,2,4,285
4,64.2,1,5,292
5,63.5,1,8,449
4,70.9,2,8,618
8,62.3,1,11,885
9,100.0,2,12,663
7,74.9,1,10,634
13,95.2,2,15,750
0,35.1,2,6,733
1,52.6,3,9,642
15,69.9,2,7,632
13,84.9,1,11,778
12,80.9,1,10,832
0,51.3,1,6,378
13,46.0,2,15,441
0,36.7,3,7,602
14,72.0,2,17,690
3,41.6,1,6,514
11,100.0,0,8,592
0,63.8,0,4,353
1,68.7,2,7,321
8,64.3,1,12,741
9,79.4,2,8,511
12,68.2,2,23,677
14,40.9,2,17,760
12,92.0,1,12,729
7,72.8,1,9,560
14,100.0,3,17,737
0,21.3,1,3,180
9,76.1,2,15,636
12,88.5,1,8,754
5,86.1,2,10,544
5,83.1,2,15,479
13,93.3,2,12,780
9,100.0,3,16,618
8,67.2,3,8,640
14,59.9,0,13,758
0,59.6,1,5,360
15,78.2,1,15,791
2,67.2,1,7,433
7,77.4,2,18,618
2,30.0,1,9,599
2,55.9,1,6,604
1,46.0,0,3,274
9,82.8,1,16,301
12,84.7,1,4,754
9,82.2,1,19,700
14,83.8,2,14,699
5,50.7,1,11,279
1,64.6,1,9,472
4,45.2,1,4,676
11,69.9,1,11,804
5,84.1,1,11,623
12,100.0,3,14,761
8,57.0,1,6,406
5,72.0,1,5,612
14,91.0,3,19,710
5,57.5,1,17,515
9,73.4,2,10,503
10,80.4,0,20,384
0,80.1,2,4,206
5,46.4,2,14,564
9,66.8,0,5,624
6,83.7,2,10,559
2,71.8,3,7,486
6,47.5,2,13,582
9,94.0,1,9,522
1,61.2,2,5,445
13,100.0,2,13,900
10,100.0,2,12,743
5,73.2,1,4,463
12,91.3,2,15,657
6,88.8,1,8,570
13,93.8,2,18,756
12,80.8,2,20,900
1,49.4,2,5,530
13,100.0,2,13,819
14,87.4,1,12,756
3,85.2,1,8,312
14,97.0,1,13,800
3,68.8,2,7,426
3,73.0,1,9,485
4,98.9,1,9,501
3,40.7,3,11,345
0,55.7,2,5,408
1,58.6,3,8,212
4,47.5,0,9,507
14,89.7,2,9,654
2,58.8,2,4,396
9,100.0,1,8,589
4,67.3,0,5,338
10,84.6,1,10,557
9,80.4,3,11,478
9,72.4,2,14,581
10,100.0,1,17,758
2,81.5,2,5,574
5,78.4,1,10,504
13,89.3,1,18,661
1,60.7,2,9,439
